"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
4.343553329E1,-1.506860218E0,1.068798297E0,-2.442309473E0,3.062324783E0
4.344555829E1,-1.289783506E0,1.072236825E0,-2.739048650E0,3.211794017E0
4.345558429E1,-8.864519262E-1,1.037924632E0,-3.012466793E0,3.307270890E0
4.346560929E1,-5.064600921E-1,9.987266529E-1,-3.218210139E0,3.407467278E0
4.347563529E1,-9.143641949E-2,1.032867814E0,-3.280103209E0,3.440094999E0
4.348566029E1,4.130186623E-1,1.220246664E0,-3.106101766E0,3.362655872E0
4.349568629E1,7.374344659E-1,1.642502611E0,-2.492606052E0,3.074851110E0
4.350571229E1,9.259089375E-1,2.092551252E0,-1.566109031E0,2.772864151E0
4.351573729E1,1.109160091E0,2.518762402E0,-6.107359739E-1,2.819113083E0
4.352576329E1,1.271212165E0,2.761317479E0,1.270402618E-1,3.042530824E0
4.353578829E1,1.162536984E0,2.895079261E0,4.537394030E-1,3.152595060E0
4.354581429E1,9.421671206E-1,2.883666081E0,2.242456904E-1,3.041955798E0
4.355584029E1,8.630390900E-1,2.701079755E0,-6.771987891E-1,2.915350153E0
4.356586529E1,1.043481241E0,2.455231234E0,-1.879747685E0,3.263504999E0
4.357589129E1,1.165989765E0,2.077772560E0,-2.908051894E0,3.759446337E0
4.358591629E1,1.306943330E0,1.388453516E0,-3.441778429E0,3.934684586E0
4.359594229E1,1.963136582E0,6.502814242E-1,-3.511245690E0,4.074999076E0
4.360596829E1,2.662907962E0,-4.248528421E-2,-3.095766227E0,4.083705713E0
4.361599329E1,3.122782118E0,-5.629851258E-1,-2.166679913E0,3.842293879E0
4.362601929E1,3.687256529E0,-4.585387976E-1,-9.430190599E-1,3.833458424E0
4.363604429E1,4.318985615E0,1.492392160E-1,3.754288132E-1,4.337840002E0
4.364607029E1,4.700676650E0,9.784599110E-1,1.680646484E0,5.087073557E0
4.365609529E1,4.287050462E0,1.857304025E0,2.787303090E0,5.440352785E0
4.366612129E1,3.290622935E0,2.474239363E0,3.319955492E0,5.288871732E0
4.367614729E1,2.493270296E0,2.764954154E0,3.507791448E0,5.115268232E0
4.368617229E1,1.860234357E0,2.632757964E0,3.517737561E0,4.771411103E0
4.369619829E1,1.135761999E0,2.008994686E0,2.872274243E0,3.684558901E0
4.370622329E1,7.048210359E-1,1.262257593E0,2.056088307E0,2.513476885E0
4.371624929E1,1.112489496E0,9.240002601E-1,1.350225005E0,1.978513817E0
4.372627529E1,1.837598616E0,8.815440658E-1,8.807356882E-1,2.220266643E0
