"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.056299042E0,1.189339086E0,-1.449834078E0,5.215586554E0,5.542462396E0
1.066254292E0,7.449476995E-1,-2.925833861E0,4.628579897E0,5.526228616E0
1.076209292E0,1.205513142E-2,-3.930044033E0,3.958409461E0,5.578028046E0
1.086164292E0,-9.868758085E-1,-3.936140925E0,3.092223984E0,5.101860289E0
1.096119292E0,-2.264791514E0,-2.942231793E0,2.198095833E0,4.314815618E0
1.106074292E0,-3.501053701E0,-1.488782381E0,1.826361437E0,4.220123943E0
1.116029292E0,-4.043487910E0,-1.699399674E-1,1.857063851E0,4.452792407E0
1.125983292E0,-3.944610909E0,6.649336696E-1,2.281580039E0,4.605181808E0
1.135938292E0,-2.992486272E0,9.087701637E-1,2.205714755E0,3.827011221E0
1.145893292E0,-2.086929592E0,4.171561521E-1,1.569782106E0,2.644524577E0
1.155848292E0,-5.977902384E-1,3.470907211E-2,1.649394870E0,1.754725428E0
1.165803292E0,1.148414496E0,-2.213364083E-1,1.886980106E0,2.220031437E0
1.175758292E0,2.604155139E0,-8.424077743E-1,1.739418018E0,3.242969301E0
1.185713292E0,3.643724594E0,-1.934453065E0,1.530146170E0,4.400021009E0
1.195668292E0,4.142814270E0,-3.138500018E0,1.045462278E0,5.301517124E0
1.205623292E0,4.512967287E0,-4.142406719E0,-3.788136202E-1,6.137581520E0
1.215578292E0,3.750165261E0,-5.156236145E0,-7.978305025E-1,6.425499528E0
1.225533292E0,1.034865515E0,-6.093955874E0,-1.194537772E0,6.295567116E0
1.235488292E0,-1.791721800E0,-8.058579403E0,-1.670452887E0,8.422670707E0
1.245443292E0,-2.663069345E0,-9.052485026E0,-2.647998147E0,9.800577415E0
1.255398292E0,-3.008018816E0,-8.596945996E0,-4.160597407E0,1.001330257E1
1.265353292E0,-4.097864969E0,-6.288949991E0,-5.603984345E0,9.367391837E0
1.275308292E0,-5.384092199E0,-3.764281316E0,-7.710958339E0,1.013001190E1
1.285263292E0,-5.120873355E0,-1.305213139E0,-8.196682450E0,9.752565224E0
1.295217292E0,-3.813153514E0,1.367064402E0,-6.247770975E0,7.446049083E0
1.305172292E0,-4.310339922E0,2.590141702E0,-4.565653916E0,6.792132210E0
1.315127292E0,-4.513680647E0,3.429832860E0,-2.981047364E0,6.404975396E0
1.325082292E0,-1.717340832E0,3.163268239E0,-1.363558996E0,3.849002289E0
1.335037292E0,1.181017840E0,2.130120197E0,4.693092227E-1,2.480416566E0
1.344992292E0,2.734825206E0,1.124223688E0,6.908651939E-1,3.036518159E0
1.354947292E0,3.544050617E0,1.022268713E0,6.206179145E-1,3.740386971E0
1.364902292E0,2.940096974E0,1.323641224E0,1.417052248E-1,3.227425705E0
1.374857292E0,1.888812039E0,1.885667406E0,-7.857011846E-1,2.782207547E0
1.384812292E0,1.574913037E0,2.198561271E0,-2.126746061E0,3.440504549E0
1.394767292E0,1.844919622E0,1.988321709E0,-3.129531559E0,4.141390999E0
1.404722292E0,2.118787416E0,1.852489720E0,-3.302762631E0,4.339264831E0
1.414677292E0,2.723929212E0,1.701273707E0,-3.009761286E0,4.401452667E0
1.424632292E0,3.201919796E0,1.622413478E0,-2.317205370E0,4.272464933E0
1.434587292E0,3.572086846E0,1.604114617E0,-1.662956318E0,4.254222826E0
1.444542292E0,3.767185336E0,1.593006662E0,-1.479612778E0,4.349552799E0
1.454497292E0,3.686994574E0,1.633108621E0,-1.487880741E0,4.298227757E0
1.464451292E0,3.612743414E0,2.006961463E0,-1.116807080E0,4.281012420E0
1.474406292E0,3.442113183E0,2.311745825E0,-5.270984244E-1,4.179730215E0
1.484361292E0,3.092993185E0,2.587305218E0,-2.918579221E-2,4.032568282E0
1.494316292E0,2.599906845E0,2.870544929E0,3.312830660E-1,3.887067308E0
1.504271292E0,1.862281467E0,3.044414810E0,4.548405799E-1,3.597698396E0
1.514226292E0,8.141629453E-1,3.169608960E0,1.180991381E-1,3.274634279E0
1.524181292E0,-1.745965438E-1,3.273171335E0,-4.186314046E-2,3.278091985E0
1.534136292E0,-1.349305677E0,3.249977769E0,1.211651257E-1,3.521031425E0
1.544091292E0,-2.863224215E0,2.954847161E0,-1.047470212E-2,4.114521159E0
1.554046292E0,-4.374529194E0,2.076044562E0,1.878125668E-3,4.842155534E0
1.564001292E0,-6.010655855E0,1.019397145E0,6.028064185E-1,6.126216608E0
1.573956292E0,-6.915879682E0,-2.392148548E-1,1.011327841E0,6.993525544E0
1.583911292E0,-6.677435490E0,-1.555633013E0,1.798730858E0,7.088269993E0
1.593866292E0,-4.941631637E0,-2.219311870E0,2.567243129E0,5.994648087E0
1.603821292E0,-2.616936568E0,-2.571871492E0,2.838812674E0,4.639152657E0
1.613776292E0,-1.628268003E0,-2.290246782E0,2.624133029E0,3.844809640E0
1.623730292E0,-2.057836771E0,-1.421870939E0,1.886256806E0,3.132790111E0
1.633685292E0,-3.329447277E0,-6.752265233E-1,2.129394850E0,4.009422958E0
1.643640292E0,-4.510416732E0,-1.250976706E-1,2.517261714E0,5.166828336E0
1.653595292E0,-4.469048266E0,-2.121650505E-1,2.225091258E0,4.996842755E0
1.663550292E0,-3.581125180E0,-1.507480608E0,1.354336475E0,4.114751830E0
1.673505292E0,-2.334175013E0,-3.676013503E0,-2.014079279E-1,4.359129893E0
1.683460292E0,-2.538910738E-1,-5.309503362E0,-1.461128267E0,5.512729128E0
1.693415292E0,1.605033215E0,-5.221166552E0,-2.246015227E0,5.906038959E0
1.703370292E0,2.164738199E0,-5.274283243E0,-3.410659840E0,6.643549936E0
1.713325292E0,1.364002507E0,-7.039663484E0,-4.636461943E0,8.538977934E0
1.723280292E0,1.147518557E0,-8.408127708E0,-4.729215156E0,9.714879638E0
1.733235292E0,1.237186486E0,-5.853441183E0,-4.004204269E0,7.199101049E0
1.743190292E0,7.403089571E-1,-2.486109796E0,-3.304342549E0,4.200890257E0
1.753145292E0,1.055989898E0,8.702533847E-1,-7.802046557E-1,1.575174569E0
1.763099292E0,1.761301807E0,3.600911865E0,2.204763705E0,4.574902547E0
1.773054292E0,2.041559438E0,4.427307039E0,2.586487777E0,5.518961096E0
1.783009292E0,3.237821408E0,3.375782368E0,3.401325345E-2,4.677665119E0
1.792964292E0,4.055376177E0,1.706984682E0,-2.283459334E0,4.957222929E0
1.802919292E0,3.469979258E0,3.117975122E-1,-2.182122263E0,4.110916116E0
1.812874292E0,2.479003674E0,-1.879160040E0,-7.275077941E-1,3.194678272E0
1.822829292E0,2.248173288E0,-3.708206518E0,4.564321920E-2,4.336722497E0
1.832784292E0,3.676138633E0,-4.893993786E0,-2.258697107E0,6.524330084E0
1.842739292E0,3.240030486E0,-3.502833009E0,-3.195769695E0,5.742872154E0
1.852694292E0,2.309585132E0,-1.045461693E0,-1.489188909E0,2.940213809E0
1.862649292E0,1.945133151E0,4.987990701E-1,-9.283814326E-2,2.010214518E0
1.872604292E0,2.193994742E0,1.205276622E0,5.819879919E-1,2.570022313E0
1.882559292E0,2.328009270E0,1.631092501E0,8.907117690E-1,2.978834901E0
1.892514292E0,2.130008807E0,2.061075105E0,3.288865846E-1,2.982135895E0
1.902469292E0,2.236119838E0,2.199842396E0,1.224734402E-1,3.139193884E0
1.912424292E0,2.499077750E0,1.508367630E0,-2.328220940E-1,2.928270588E0
1.922378292E0,1.938829560E0,1.228083102E0,-1.724072439E0,2.870483225E0
1.932333292E0,1.793971955E0,9.174977177E-1,-1.543331495E0,2.538111412E0
1.942288292E0,7.020589574E-1,7.665951151E-1,-1.031979768E0,1.464765200E0
1.952243292E0,-5.966755398E-1,1.058217979E0,-1.048489382E0,1.604735796E0
1.962198292E0,-1.278855499E0,1.381125786E0,-1.021682822E0,2.141685227E0
1.972153292E0,-1.247788511E0,1.684580491E0,-2.603028381E-1,2.112473708E0
1.982108292E0,-8.570681327E-1,1.710387177E0,6.941573225E-2,1.914368988E0
1.992063292E0,-3.749654214E-1,1.456602815E0,5.571460962E-2,1.505122900E0
2.002018292E0,-1.847033098E-1,1.266211041E0,4.446193546E-1,1.354655707E0
2.011973292E0,-7.941505574E-2,1.096903743E0,7.621676034E-1,1.338059800E0
2.021928292E0,-1.075520767E-1,8.315208435E-1,6.184798070E-1,1.041878896E0
2.031883292E0,-4.546729110E-2,5.710355723E-1,1.937789560E-1,6.047306699E-1
2.041838292E0,-1.434452100E-1,2.801687533E-1,-1.112497463E-1,3.338376321E-1
